Rows: 20 Columns: 30
7 5 5 0 2 7 5 8 6 8 9 4 7 6 2 6 0 9 2 4 4 2 5 1 5 7 6 1 9 9 
1 1 7 9 9 9 3 8 3 3 3 5 4 7 5 0 1 6 3 7 9 8 5 2 9 9 3 8 1 9 
8 5 6 9 9 5 9 0 8 2 2 4 0 5 0 7 0 9 1 3 0 7 1 8 4 4 2 3 8 3 
8 5 7 3 8 2 0 4 7 8 6 6 1 7 4 7 7 9 7 6 1 2 1 0 4 1 3 0 7 8 
0 7 9 7 1 2 2 9 2 9 9 5 8 0 6 6 7 2 9 7 5 6 7 9 9 9 4 5 6 0 
0 9 0 8 4 4 5 8 4 2 3 9 1 3 8 1 5 8 3 1 1 7 1 8 3 9 5 9 6 6 
7 0 3 1 3 1 8 4 8 6 5 0 9 2 8 1 6 0 8 9 0 4 7 1 4 4 4 0 9 9 
1 0 1 7 9 1 1 2 0 6 2 1 1 5 9 3 2 5 6 5 1 4 4 7 2 3 1 3 4 7 
6 9 1 3 9 4 3 4 1 3 9 3 5 2 2 2 8 4 3 3 3 4 1 5 3 9 7 6 9 0 
2 4 6 7 8 0 0 3 8 5 4 7 6 3 9 4 3 1 8 5 2 4 7 0 0 4 2 6 4 9 
4 3 9 5 1 3 0 0 9 3 2 6 1 2 3 2 6 8 5 8 2 9 5 6 7 9 5 2 8 4 
7 2 6 4 7 4 1 1 6 5 9 6 4 8 1 3 3 7 9 8 2 1 0 4 9 8 6 4 5 2 
7 5 7 0 0 6 4 7 5 1 4 3 2 5 7 3 0 2 2 6 8 1 8 4 8 4 0 6 1 7 
4 6 9 8 7 8 6 4 9 9 0 9 0 9 2 8 3 1 3 6 4 9 7 2 2 3 1 7 4 8 
0 6 2 6 9 7 3 9 9 8 4 8 1 8 2 0 6 7 3 4 3 1 6 5 8 9 4 1 5 7 
4 8 9 9 0 4 0 9 4 1 6 9 9 3 1 9 9 0 2 0 8 1 5 1 5 6 3 7 3 1 
5 5 4 1 8 6 5 5 0 6 9 4 2 1 5 5 3 2 2 7 9 7 2 6 8 6 3 8 4 4 
4 9 6 3 1 6 1 1 8 2 0 4 2 9 2 2 8 6 1 6 2 7 3 1 1 1 3 6 7 4 
2 9 9 5 2 9 4 5 3 1 3 8 9 1 9 0 8 8 9 7 0 4 4 3 4 2 1 3 3 1 
6 6 2 1 5 5 7 4 4 2 0 8 2 8 0 9 4 7 5 2 7 4 3 4 0 2 0 6 2 1 
Number of tripods: 500
Optimal placement:
location: (18,13), orientation: NORTH, sum: 27
location: (13,10), orientation: NORTH, sum: 22
location: (13,3), orientation: SOUTH, sum: 22
location: (12,19), orientation: EAST, sum: 22
location: (12,8), orientation: WEST, sum: 22
location: (10,22), orientation: NORTH, sum: 22
location: (8,27), orientation: SOUTH, sum: 22
location: (6,29), orientation: WEST, sum: 22
location: (6,27), orientation: NORTH, sum: 22
location: (6,23), orientation: WEST, sum: 22
location: (6,17), orientation: NORTH, sum: 22
location: (6,13), orientation: SOUTH, sum: 22
location: (5,26), orientation: NORTH, sum: 22
location: (5,22), orientation: NORTH, sum: 22
location: (4,25), orientation: SOUTH, sum: 22
location: (4,24), orientation: NORTH, sum: 22
location: (3,28), orientation: EAST, sum: 22
location: (3,9), orientation: SOUTH, sum: 22
location: (3,1), orientation: SOUTH, sum: 22
location: (1,23), orientation: SOUTH, sum: 22
location: (1,8), orientation: WEST, sum: 22
location: (19,5), orientation: NORTH, sum: 21
location: (18,11), orientation: EAST, sum: 21
location: (18,6), orientation: SOUTH, sum: 21
location: (17,18), orientation: SOUTH, sum: 21
location: (16,3), orientation: NORTH, sum: 21
location: (15,2), orientation: SOUTH, sum: 21
location: (14,5), orientation: WEST, sum: 21
location: (13,2), orientation: NORTH, sum: 21
location: (9,10), orientation: NORTH, sum: 21
location: (8,11), orientation: SOUTH, sum: 21
location: (8,4), orientation: EAST, sum: 21
location: (5,16), orientation: EAST, sum: 21
location: (4,13), orientation: NORTH, sum: 21
location: (4,2), orientation: NORTH, sum: 21
location: (3,23), orientation: EAST, sum: 21
location: (3,12), orientation: SOUTH, sum: 21
location: (2,24), orientation: NORTH, sum: 21
location: (1,21), orientation: SOUTH, sum: 21
location: (1,17), orientation: EAST, sum: 21
location: (1,5), orientation: WEST, sum: 21
location: (0,11), orientation: SOUTH, sum: 21
location: (18,18), orientation: SOUTH, sum: 20
location: (18,16), orientation: EAST, sum: 20
location: (18,2), orientation: NORTH, sum: 20
location: (17,1), orientation: EAST, sum: 20
location: (16,2), orientation: WEST, sum: 20
location: (15,25), orientation: WEST, sum: 20
location: (15,21), orientation: SOUTH, sum: 20
location: (15,9), orientation: EAST, sum: 20
location: (15,1), orientation: EAST, sum: 20
location: (14,4), orientation: NORTH, sum: 20
location: (13,28), orientation: SOUTH, sum: 20
location: (13,12), orientation: NORTH, sum: 20
location: (13,5), orientation: SOUTH, sum: 20
location: (13,1), orientation: EAST, sum: 20
location: (12,23), orientation: NORTH, sum: 20
location: (12,4), orientation: EAST, sum: 20
location: (12,2), orientation: WEST, sum: 20
location: (12,1), orientation: SOUTH, sum: 20
location: (11,18), orientation: NORTH, sum: 20
location: (11,17), orientation: NORTH, sum: 20
location: (11,2), orientation: EAST, sum: 20
location: (10,25), orientation: SOUTH, sum: 20
location: (10,4), orientation: WEST, sum: 20
location: (10,3), orientation: WEST, sum: 20
location: (9,25), orientation: EAST, sum: 20
location: (9,21), orientation: EAST, sum: 20
location: (9,17), orientation: EAST, sum: 20
location: (9,2), orientation: SOUTH, sum: 20
location: (8,14), orientation: EAST, sum: 20
location: (8,9), orientation: EAST, sum: 20
location: (7,10), orientation: WEST, sum: 20
location: (5,6), orientation: SOUTH, sum: 20
location: (4,29), orientation: WEST, sum: 20
location: (4,19), orientation: NORTH, sum: 20
location: (4,15), orientation: NORTH, sum: 20
location: (4,10), orientation: NORTH, sum: 20
location: (4,3), orientation: WEST, sum: 20
location: (3,15), orientation: EAST, sum: 20
location: (3,14), orientation: SOUTH, sum: 20
location: (3,8), orientation: NORTH, sum: 20
location: (3,2), orientation: WEST, sum: 20
location: (2,22), orientation: NORTH, sum: 20
location: (1,25), orientation: WEST, sum: 20
location: (1,2), orientation: EAST, sum: 20
location: (0,25), orientation: SOUTH, sum: 20
location: (19,19), orientation: NORTH, sum: 19
location: (18,4), orientation: SOUTH, sum: 19
location: (18,0), orientation: EAST, sum: 19
location: (16,28), orientation: SOUTH, sum: 19
location: (16,8), orientation: SOUTH, sum: 19
location: (16,5), orientation: SOUTH, sum: 19
location: (15,19), orientation: EAST, sum: 19
location: (15,8), orientation: NORTH, sum: 19
location: (14,27), orientation: EAST, sum: 19
location: (14,24), orientation: SOUTH, sum: 19
location: (14,16), orientation: EAST, sum: 19
location: (13,24), orientation: EAST, sum: 19
location: (12,25), orientation: WEST, sum: 19
location: (12,11), orientation: WEST, sum: 19
location: (12,9), orientation: WEST, sum: 19
location: (12,6), orientation: SOUTH, sum: 19
location: (12,3), orientation: WEST, sum: 19
location: (11,23), orientation: EAST, sum: 19
location: (11,11), orientation: NORTH, sum: 19
location: (11,8), orientation: EAST, sum: 19
location: (10,29), orientation: WEST, sum: 19
location: (10,27), orientation: NORTH, sum: 19
location: (10,20), orientation: NORTH, sum: 19
location: (10,10), orientation: EAST, sum: 19
location: (10,9), orientation: WEST, sum: 19
location: (9,19), orientation: WEST, sum: 19
location: (9,3), orientation: SOUTH, sum: 19
location: (7,16), orientation: EAST, sum: 19
location: (7,12), orientation: EAST, sum: 19
location: (7,4), orientation: WEST, sum: 19
location: (6,28), orientation: EAST, sum: 19
location: (6,14), orientation: WEST, sum: 19
location: (6,9), orientation: SOUTH, sum: 19
location: (6,1), orientation: NORTH, sum: 19
location: (5,19), orientation: WEST, sum: 19
location: (5,15), orientation: NORTH, sum: 19
location: (5,9), orientation: WEST, sum: 19
location: (4,27), orientation: SOUTH, sum: 19
location: (4,26), orientation: SOUTH, sum: 19
location: (4,21), orientation: SOUTH, sum: 19
location: (4,9), orientation: NORTH, sum: 19
location: (4,4), orientation: WEST, sum: 19
location: (2,20), orientation: NORTH, sum: 19
location: (2,18), orientation: SOUTH, sum: 19
location: (2,9), orientation: WEST, sum: 19
location: (2,1), orientation: SOUTH, sum: 19
location: (1,20), orientation: NORTH, sum: 19
location: (1,12), orientation: NORTH, sum: 19
location: (0,8), orientation: SOUTH, sum: 19
location: (0,7), orientation: SOUTH, sum: 19
location: (19,18), orientation: NORTH, sum: 18
location: (18,20), orientation: SOUTH, sum: 18
location: (17,27), orientation: NORTH, sum: 18
location: (17,17), orientation: WEST, sum: 18
location: (17,7), orientation: EAST, sum: 18
location: (16,22), orientation: NORTH, sum: 18
location: (16,21), orientation: SOUTH, sum: 18
location: (15,17), orientation: NORTH, sum: 18
location: (15,16), orientation: WEST, sum: 18
location: (15,13), orientation: NORTH, sum: 18
location: (15,7), orientation: EAST, sum: 18
location: (15,6), orientation: SOUTH, sum: 18
location: (14,25), orientation: SOUTH, sum: 18
location: (14,21), orientation: NORTH, sum: 18
location: (13,29), orientation: WEST, sum: 18
location: (13,9), orientation: WEST, sum: 18
location: (12,28), orientation: NORTH, sum: 18
location: (12,18), orientation: EAST, sum: 18
location: (12,15), orientation: WEST, sum: 18
location: (11,20), orientation: WEST, sum: 18
location: (11,14), orientation: SOUTH, sum: 18
location: (11,9), orientation: NORTH, sum: 18
location: (11,3), orientation: NORTH, sum: 18
location: (11,1), orientation: SOUTH, sum: 18
location: (10,19), orientation: WEST, sum: 18
location: (10,17), orientation: SOUTH, sum: 18
location: (9,26), orientation: EAST, sum: 18
location: (9,23), orientation: WEST, sum: 18
location: (9,16), orientation: WEST, sum: 18
location: (9,1), orientation: EAST, sum: 18
location: (8,18), orientation: WEST, sum: 18
location: (8,2), orientation: SOUTH, sum: 18
location: (7,22), orientation: NORTH, sum: 18
location: (7,19), orientation: WEST, sum: 18
location: (7,18), orientation: NORTH, sum: 18
location: (6,21), orientation: EAST, sum: 18
location: (6,18), orientation: EAST, sum: 18
location: (6,3), orientation: EAST, sum: 18
location: (5,25), orientation: EAST, sum: 18
location: (5,8), orientation: SOUTH, sum: 18
location: (5,7), orientation: NORTH, sum: 18
location: (4,28), orientation: WEST, sum: 18
location: (4,16), orientation: WEST, sum: 18
location: (4,14), orientation: EAST, sum: 18
location: (2,27), orientation: NORTH, sum: 18
location: (1,24), orientation: EAST, sum: 18
location: (1,15), orientation: WEST, sum: 18
location: (0,9), orientation: SOUTH, sum: 18
location: (0,6), orientation: SOUTH, sum: 18
location: (19,17), orientation: NORTH, sum: 17
location: (19,1), orientation: NORTH, sum: 17
location: (18,19), orientation: WEST, sum: 17
location: (18,8), orientation: WEST, sum: 17
location: (17,16), orientation: EAST, sum: 17
location: (17,4), orientation: NORTH, sum: 17
location: (16,27), orientation: EAST, sum: 17
location: (16,26), orientation: NORTH, sum: 17
location: (16,25), orientation: NORTH, sum: 17
location: (16,24), orientation: NORTH, sum: 17
location: (16,19), orientation: SOUTH, sum: 17
location: (16,15), orientation: NORTH, sum: 17
location: (16,13), orientation: EAST, sum: 17
location: (15,26), orientation: NORTH, sum: 17
location: (15,14), orientation: SOUTH, sum: 17
location: (14,22), orientation: EAST, sum: 17
location: (12,24), orientation: NORTH, sum: 17
location: (11,27), orientation: SOUTH, sum: 17
location: (11,26), orientation: NORTH, sum: 17
location: (11,22), orientation: EAST, sum: 17
location: (10,26), orientation: SOUTH, sum: 17
location: (10,8), orientation: EAST, sum: 17
location: (10,2), orientation: EAST, sum: 17
location: (10,1), orientation: NORTH, sum: 17
location: (9,13), orientation: NORTH, sum: 17
location: (9,8), orientation: SOUTH, sum: 17
location: (9,4), orientation: WEST, sum: 17
location: (8,26), orientation: SOUTH, sum: 17
location: (6,25), orientation: NORTH, sum: 17
location: (6,15), orientation: SOUTH, sum: 17
location: (5,14), orientation: WEST, sum: 17
location: (4,18), orientation: EAST, sum: 17
location: (3,25), orientation: WEST, sum: 17
location: (3,19), orientation: WEST, sum: 17
location: (2,14), orientation: NORTH, sum: 17
location: (1,10), orientation: NORTH, sum: 17
location: (1,1), orientation: EAST, sum: 17
location: (0,24), orientation: SOUTH, sum: 17
location: (0,21), orientation: SOUTH, sum: 17
location: (0,14), orientation: SOUTH, sum: 17
location: (19,7), orientation: NORTH, sum: 16
location: (19,2), orientation: NORTH, sum: 16
location: (17,19), orientation: EAST, sum: 16
location: (17,10), orientation: EAST, sum: 16
location: (17,5), orientation: EAST, sum: 16
location: (17,0), orientation: EAST, sum: 16
location: (16,10), orientation: NORTH, sum: 16
location: (15,28), orientation: WEST, sum: 16
location: (15,23), orientation: EAST, sum: 16
location: (15,3), orientation: WEST, sum: 16
location: (14,23), orientation: NORTH, sum: 16
location: (14,20), orientation: WEST, sum: 16
location: (14,1), orientation: EAST, sum: 16
location: (13,23), orientation: WEST, sum: 16
location: (13,6), orientation: NORTH, sum: 16
location: (12,26), orientation: NORTH, sum: 16
location: (12,5), orientation: EAST, sum: 16
location: (12,0), orientation: EAST, sum: 16
location: (11,29), orientation: WEST, sum: 16
location: (11,16), orientation: NORTH, sum: 16
location: (11,12), orientation: SOUTH, sum: 16
location: (11,5), orientation: WEST, sum: 16
location: (10,23), orientation: SOUTH, sum: 16
location: (10,12), orientation: WEST, sum: 16
location: (9,11), orientation: SOUTH, sum: 16
location: (8,24), orientation: NORTH, sum: 16
location: (8,22), orientation: EAST, sum: 16
location: (8,17), orientation: NORTH, sum: 16
location: (7,14), orientation: NORTH, sum: 16
location: (7,8), orientation: NORTH, sum: 16
location: (5,27), orientation: NORTH, sum: 16
location: (5,0), orientation: EAST, sum: 16
location: (4,22), orientation: NORTH, sum: 16
location: (4,6), orientation: SOUTH, sum: 16
location: (3,7), orientation: EAST, sum: 16
location: (2,17), orientation: EAST, sum: 16
location: (1,19), orientation: NORTH, sum: 16
location: (1,13), orientation: EAST, sum: 16
location: (1,0), orientation: EAST, sum: 16
location: (0,18), orientation: SOUTH, sum: 16
location: (0,16), orientation: SOUTH, sum: 16
location: (0,13), orientation: SOUTH, sum: 16
location: (0,5), orientation: SOUTH, sum: 16
location: (0,4), orientation: SOUTH, sum: 16
location: (0,3), orientation: SOUTH, sum: 16
location: (18,27), orientation: EAST, sum: 15
location: (18,21), orientation: EAST, sum: 15
location: (18,5), orientation: EAST, sum: 15
location: (17,15), orientation: NORTH, sum: 15
location: (17,9), orientation: WEST, sum: 15
location: (17,6), orientation: WEST, sum: 15
location: (16,12), orientation: WEST, sum: 15
location: (16,7), orientation: WEST, sum: 15
location: (15,15), orientation: SOUTH, sum: 15
location: (13,25), orientation: WEST, sum: 15
location: (13,16), orientation: SOUTH, sum: 15
location: (13,13), orientation: EAST, sum: 15
location: (11,10), orientation: SOUTH, sum: 15
location: (10,11), orientation: WEST, sum: 15
location: (9,12), orientation: NORTH, sum: 15
location: (9,9), orientation: NORTH, sum: 15
location: (9,5), orientation: WEST, sum: 15
location: (8,15), orientation: EAST, sum: 15
location: (8,8), orientation: SOUTH, sum: 15
location: (7,25), orientation: WEST, sum: 15
location: (6,5), orientation: NORTH, sum: 15
location: (5,29), orientation: WEST, sum: 15
location: (5,4), orientation: SOUTH, sum: 15
location: (4,0), orientation: EAST, sum: 15
location: (3,27), orientation: EAST, sum: 15
location: (3,11), orientation: WEST, sum: 15
location: (3,6), orientation: NORTH, sum: 15
location: (3,5), orientation: WEST, sum: 15
location: (2,25), orientation: NORTH, sum: 15
location: (1,22), orientation: NORTH, sum: 15
location: (1,18), orientation: NORTH, sum: 15
location: (0,20), orientation: SOUTH, sum: 15
location: (0,10), orientation: SOUTH, sum: 15
location: (19,21), orientation: NORTH, sum: 14
location: (18,3), orientation: NORTH, sum: 14
location: (17,28), orientation: NORTH, sum: 14
location: (17,21), orientation: EAST, sum: 14
location: (17,11), orientation: EAST, sum: 14
location: (15,29), orientation: WEST, sum: 14
location: (15,27), orientation: SOUTH, sum: 14
location: (15,12), orientation: SOUTH, sum: 14
location: (14,29), orientation: WEST, sum: 14
location: (14,28), orientation: EAST, sum: 14
location: (14,18), orientation: NORTH, sum: 14
location: (14,13), orientation: EAST, sum: 14
location: (14,0), orientation: EAST, sum: 14
location: (13,26), orientation: SOUTH, sum: 14
location: (13,19), orientation: EAST, sum: 14
location: (11,28), orientation: NORTH, sum: 14
location: (11,7), orientation: SOUTH, sum: 14
location: (10,16), orientation: EAST, sum: 14
location: (10,13), orientation: EAST, sum: 14
location: (9,24), orientation: EAST, sum: 14
location: (9,15), orientation: NORTH, sum: 14
location: (9,0), orientation: EAST, sum: 14
location: (8,28), orientation: WEST, sum: 14
location: (8,25), orientation: EAST, sum: 14
location: (7,26), orientation: EAST, sum: 14
location: (7,24), orientation: NORTH, sum: 14
location: (7,5), orientation: SOUTH, sum: 14
location: (6,20), orientation: NORTH, sum: 14
location: (6,19), orientation: WEST, sum: 14
location: (6,8), orientation: NORTH, sum: 14
location: (6,4), orientation: EAST, sum: 14
location: (4,20), orientation: NORTH, sum: 14
location: (4,7), orientation: EAST, sum: 14
location: (3,24), orientation: EAST, sum: 14
location: (3,21), orientation: EAST, sum: 14
location: (3,4), orientation: NORTH, sum: 14
location: (2,19), orientation: WEST, sum: 14
location: (2,13), orientation: EAST, sum: 14
location: (2,0), orientation: EAST, sum: 14
location: (1,9), orientation: NORTH, sum: 14
location: (1,7), orientation: NORTH, sum: 14
location: (0,12), orientation: SOUTH, sum: 14
location: (19,10), orientation: NORTH, sum: 13
location: (19,6), orientation: NORTH, sum: 13
location: (17,24), orientation: EAST, sum: 13
location: (17,22), orientation: WEST, sum: 13
location: (16,0), orientation: EAST, sum: 13
location: (15,20), orientation: EAST, sum: 13
location: (15,5), orientation: EAST, sum: 13
location: (15,0), orientation: EAST, sum: 13
location: (14,26), orientation: SOUTH, sum: 13
location: (13,17), orientation: SOUTH, sum: 13
location: (13,0), orientation: EAST, sum: 13
location: (12,10), orientation: NORTH, sum: 13
location: (12,7), orientation: SOUTH, sum: 13
location: (11,0), orientation: EAST, sum: 13
location: (10,28), orientation: EAST, sum: 13
location: (10,15), orientation: NORTH, sum: 13
location: (10,14), orientation: NORTH, sum: 13
location: (10,7), orientation: EAST, sum: 13
location: (9,18), orientation: EAST, sum: 13
location: (8,19), orientation: EAST, sum: 13
location: (8,13), orientation: WEST, sum: 13
location: (8,5), orientation: NORTH, sum: 13
location: (7,29), orientation: WEST, sum: 13
location: (7,15), orientation: SOUTH, sum: 13
location: (7,13), orientation: EAST, sum: 13
location: (7,6), orientation: EAST, sum: 13
location: (7,3), orientation: EAST, sum: 13
location: (7,0), orientation: EAST, sum: 13
location: (5,23), orientation: NORTH, sum: 13
location: (5,20), orientation: NORTH, sum: 13
location: (3,20), orientation: SOUTH, sum: 13
location: (3,0), orientation: EAST, sum: 13
location: (2,28), orientation: SOUTH, sum: 13
location: (2,12), orientation: NORTH, sum: 13
location: (2,11), orientation: WEST, sum: 13
location: (2,10), orientation: EAST, sum: 13
location: (1,29), orientation: WEST, sum: 13
location: (0,19), orientation: SOUTH, sum: 13
location: (0,1), orientation: SOUTH, sum: 13
location: (19,22), orientation: NORTH, sum: 12
location: (19,3), orientation: NORTH, sum: 12
location: (18,28), orientation: WEST, sum: 12
location: (18,23), orientation: SOUTH, sum: 12
location: (18,12), orientation: WEST, sum: 12
location: (17,29), orientation: WEST, sum: 12
location: (17,23), orientation: WEST, sum: 12
location: (17,3), orientation: SOUTH, sum: 12
location: (16,9), orientation: EAST, sum: 12
location: (16,6), orientation: SOUTH, sum: 12
location: (14,19), orientation: NORTH, sum: 12
location: (13,21), orientation: NORTH, sum: 12
location: (12,27), orientation: EAST, sum: 12
location: (12,22), orientation: SOUTH, sum: 12
location: (12,20), orientation: WEST, sum: 12
location: (12,12), orientation: NORTH, sum: 12
location: (11,21), orientation: WEST, sum: 12
location: (10,0), orientation: EAST, sum: 12
location: (9,27), orientation: NORTH, sum: 12
location: (9,20), orientation: NORTH, sum: 12
location: (9,7), orientation: NORTH, sum: 12
location: (8,0), orientation: EAST, sum: 12
location: (7,21), orientation: EAST, sum: 12
location: (7,20), orientation: SOUTH, sum: 12
location: (7,17), orientation: SOUTH, sum: 12
location: (5,3), orientation: EAST, sum: 12
location: (2,8), orientation: EAST, sum: 12
location: (1,11), orientation: EAST, sum: 12
location: (0,23), orientation: SOUTH, sum: 12
location: (0,2), orientation: SOUTH, sum: 12
location: (18,7), orientation: SOUTH, sum: 11
location: (17,25), orientation: EAST, sum: 11
location: (16,23), orientation: NORTH, sum: 11
location: (16,18), orientation: NORTH, sum: 11
location: (16,17), orientation: SOUTH, sum: 11
location: (14,14), orientation: WEST, sum: 11
location: (13,27), orientation: NORTH, sum: 11
location: (13,18), orientation: EAST, sum: 11
location: (13,11), orientation: EAST, sum: 11
Total sum: 8913
